lable,text
5,صبحانه بسیار متنوع و با کیفیتی داره
5,"اتاق های نسبتاً خوبی داره ، وسایل و لوازم اتاق نو و نسبتاً شیک هستند ، رفتار کارکنان نسبتاً خوب هست، کیفیت غذا نسبتاً عالی هست ولی قیمت بالایی دارند ، موقعیت هتل و مجاورت با مرکز تجاری لاله پارک بسیار عالی هستش ، به نظرم بهترین هتل تبریز هست"
5,"هتل خوبیه ، هر وقت میریم تبریز فقط میریم هتل کایا"
4,"با سلام هتلي بسيار عالي كه مطمئناً در غرب و شمال غرب كشور مشابه آن وجود ندارد ولي ايرادات قابل توجهي داشت كه ذكر مي شود: مزايا: نوساز و شيك بودن، استخر رايگان، پاركينگ مسقف خوب، وجود مركز خريد بزرگ و شيك با هايپرمي و فود كورت خوب در كنار هتل معايب: - خانه داري هتل بسيار ضعيف بوده و عليرغم اعلام تميز كردن اتاق و حتي تماس تلفني با آن قسمت اتاق يك روز كامل تميز نشد! - كف حمام آب را به خوبي تخليه نمي كرد و بنابراين هميشه خيس بود - استخر رايگان هتل به نسبت نوساز بودن و بزرگي هتل بسيار كوچك و بعضا شلوغ بود (به خصوص در سانس بانوان حسب اظهار خانم و دخترم كلاس آموزش شنا و ... از بيرون آمده بودند كه بر شلوغي مي افزود)"
5,بهترین هتل تبریز با امکانات خوب و محیط و اتاقهای لوکس و تمیز که در کنار مرکز خرید خیلی شیک با فودکورت عالی قرارداشت و موقعیت هتل در شمال غرب شهر و دور از شلوغی و ترافیک و آلودگی مرکز شهر و دسترسی راحت به مناطق دیدنی از قبیل تله کابین آینالی و ائل گلی و ... با صبحانه ای بی نظیر از نظر کیفیت و تنوع
5,از هر لحاظ هتل خوبیه و اصلا مشکلی با هتل نداشتیم.اقامت خوبی بود....
5,از اقامت در این هتل راضی بودم. برخورد پرسنل خوب. امکانات و فضای اتاقها کافی. صبحانه با کیفیت و متنوع. دنج و ارام.
5,"یکی از بهترین هتلهای ایران که من تا الان به چندین نفر از آشنایان هم پیشنهاد کردم، پرسنل هم خیلی مودب برخورد میکنن و به فکر راحتی و آرامش مسافران هستند آسانسورها تمیز ، کیفیت غذا خوب و عالی و ..."
4,هتلی تمیز و در منطقه خوش اب و هوا
5,هتل زیبا مدرن
5,هتل از نظر آرامش و پاکیزگی بسیار عالی بود.موقعیت دسترسی خوبی به مرکز خرید کنار هتل بود.صبحانه با اختلاف بهترین صبحانه در بین هتل های ۵ ستاره ایران هست.
5,دركل هتل با امكانات كامل صبحانه فول محيط تميز وآرام هيچ چيز منفي نداشت فقط موقعيت مكاني نسبت به مركز شهر كمي دور بود
5,عالی
5,ازنظر مکانی وساختمانی وامکانات عالی ازنظر پرسنلی هم عالی بوده ولی واحد پذیرش با کمی تاخیر به امورات مربوطه رسیدگی میکنند
5,"خوشحالم که به غیر از مشهد تو تبریز هم هتل پنج ستاره ی خوبی هست ، تمیزی هتل کاملا رضایت بخش بود ، صبحانه هم خیلی خوب ، رفتار پرسنل هم خوب ، (ممنون از مدیریت خوب هتل ) غذای رستوران تنها ایرادشون بود اصلا خوب نبود که واقعا رسیدگی ویژه می خواد ."
4,دسترسی به هتل کمی سخته وسالن صبحانه به نسبت تعداد مسافر کمی شلوغ
5,برای دومین بار در این هتل اقامت داشتم از هر نظر رضایت بخش است و خدمات آن نسبت به هتل هایی در این رده بالاتر می باشد.
4,متاسفانه کیفیت صبحانه نسبت به مراجعات قبلی ضعیف بود.
5,همه چیز عالی است فقط در پاییز و زمستان اتاق ها بیش از اندازه گرم هستند!
4,"مشخص است که این هتل از پایه و اساس مدرن ساخته شده و جز هتل‌های خیلی خوب ایران بوده و کاملاً قابل توصیه است. با این وجود به نظر می‌رسد که رسیدگی فعلی هتل جای بهبود دارد و کاستی‌هایی دیده می‌شود. به عنوان چند نمونه: - تهویه اتاق‌های کانکت مشکل دارد و وسط سرما مثل سونا گرم است که ما مجبور شدیم در روز دوم جابجا شویم. در شب اول که اعتراض کردیم، به ما گفتند مسوول تاسیسات شیفت ندارند! - در طبقه بالا، پوشش Wi-Fi خوب نیست و دقت کردم دیدم در آن طبقه Access Point ندارند. - با وجود تنوع نسبتاً مناسب در میز صبحانه، کیفیت خوراکی‌ها در حد متوسط است، یا در برخی روزها این تنوع کاهش می‌یابد. - طبق تجربه‌های من در هتل‌های دیگر، در صورت درخواست آب معدنی اضافی در روز، معمولاً مشکلی نیست. اما در این هتل به شکل سخت‌گیرانه‌ای حتی یک آب هم بیشتر تحویل نمی‌دهند."
5,همه چیز عالی بود
5,همه چیز خوب و منظم و تمیز
5,"هتل تمیز و شیک. اقامت راحت ، رفتار پرسنل عالی و حرفه ای. قیمت غذاهای رستوران نسبتا بالا بود ولی کیفیت، طعم و نحوه ی سرو غذا بسیار عالی بود ."
5,"عالی بود، حس خوب آرامش رو تجربه کردم، در سفر بعدی به شهر زیبای تبریز انتخاب دوباره من هتل لاله پارک هست"
5,من این هتل رو برای دو نفر از دوستان غیر ایرانیم(یکی فنلاندی و یکی ونزوئلایی) برای ۳ شب رزرو کردم.انقدر راضی بودن که ۳ شب دیگه هم براشون تمدید کردم. و برام باعث افتخار بود که انقدر دوست داشتن و تعریف میکردن.
4,همه چیز خوب بود فقط ای کاش هتل حداقل یک رستوران دیگه هم داشت. دسترسی به هتل بسیار بد است
5,کلیه پرسنل و بخش های هتل عالی و بدون نقص
5,خوب و مودبانه. همه چیز خوب بود فقط مکان رستوران کوچک بود و گنجایش مهمانها را نداشت
4,"انتظار لابی شیک تری داشتم ، هتل خیلی خوبی بود اما به نظرم در بدو ورود انتظار میره در همچین هتلی حتما با یه ولکام درینک ساده استقبال کنن..نه اینکه یه ظرف ابمیوه بزارن با لیوان کاغذی که خودت بری برداری . اتاقا بسیار تمیز ، صبحانه عالی، اما به نظرم در لابی چه از نظر کارکنان و چه از نظر کیفیت جا برای کارکردن داره ...مهمترین نقض هتل هم نداشتن اسموکینگ رومه که اگه اطلاع داشتم رزروش نمیکردم"
